,address_type,agency,agency_name,borough,bridge_highway_direction,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,location_type,park_borough,park_facility_name,resolution_action_updated_date,school_address,school_city,school_code,school_name,school_number,school_phone_number,school_region,school_state,school_zip,status,street_name,unique_key
3875,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-02-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-27T00:00:00.000,,,Pothole,,N/A,,,EAST 180 STREET,PARK AVENUE,,,BRONX,Unspecified,2006-02-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3640438
3876,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-02-02T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-02T00:00:00.000,PELHAM PARKWAY,PELHAM PARKWAY,Pothole,,N/A, EASTCHESTER ROAD,,,,,,BRONX,Unspecified,2006-02-02T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EASTCHESTER ROAD,3643115
3877,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-30T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-27T00:00:00.000,,,Pothole,,N/A,,,PELHAM PARKWAY,STILLWELL AVENUE,,,BRONX,Unspecified,2006-01-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3640439
3878,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-06T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-06T00:00:00.000,,,Pothole,,N/A,,,WEST 190 STREET,DR M L KING JR BOULEVARD,,,BRONX,Unspecified,2006-01-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3643906
3879,BLOCKFACE,DOT,Department of Transportation,Unspecified,,STATEN ISLAND,2006-06-14T00:00:00.000,0 Unspecified,Street Condition,2006-06-13T00:00:00.000,ARTHUR KILL ROAD,BETHEL AVENUE,Pothole,,N/A, ST ANDREWS PLACE,,,,,,Unspecified,Unspecified,2006-06-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ST ANDREWS PLACE,3622835
3880,BLOCKFACE,DOT,Department of Transportation,BRONX,,BRONX,2006-08-31T00:00:00.000,04 BRONX,Street Condition,2006-08-29T00:00:00.000,EAST 167 STREET,MC CLELLAN STREET,Pothole,,N/A, SHERIDAN AVENUE,10456,,,,,BRONX,Unspecified,2006-08-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SHERIDAN AVENUE,3643908
3881,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-09-07T00:00:00.000,Unspecified BRONX,Street Condition,2006-08-30T00:00:00.000,,,Pothole,,N/A,,,MAJOR DEEGAN EXPRESSWAY,DEEGAN ENTRANCE NORTHBOUND,,,BRONX,Unspecified,2006-09-07T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3643925
3882,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-08-31T00:00:00.000,Unspecified BRONX,Street Condition,2006-08-30T00:00:00.000,EAST 149 STREET,EAST 150 STREET,Pothole,,N/A, MAJOR DEEGAN EXPRESSWAY,,,,,,BRONX,Unspecified,2006-08-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MAJOR DEEGAN EXPRESSWAY,3643926
3883,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-09-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-08-31T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER BOULEVARD,WILKINSON AVENUE,,,BRONX,Unspecified,2006-09-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3643934
3884,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-06-12T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-05-26T00:00:00.000,,,Pothole,,N/A,,,ELMWOOD PARK DRIVE,DEVON LOOP,,,STATEN ISLAND,Unspecified,2006-06-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3633679
3885,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-02-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-27T00:00:00.000,,,Pothole,,N/A,,,WEBSTER AVE,E 180 ST,,,BRONX,Unspecified,2006-02-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3640440
3886,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-04-29T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-03-27T00:00:00.000,,,Pothole,,N/A,,,VICTORY BOULEVARD,WILD AVENUE,,,STATEN ISLAND,Unspecified,2006-04-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3619084
3887,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-12-21T00:00:00.000,Unspecified BRONX,Street Condition,2006-12-21T00:00:00.000,SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,Pothole,,N/A, BRUCKNER BOULEVARD,,,,,,BRONX,Unspecified,2006-12-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BRUCKNER BOULEVARD,3637801
3888,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-08-29T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-08-21T00:00:00.000,,,Pothole,,N/A,,,FAHY AVENUE,LAMBERTS LANE,,,STATEN ISLAND,Unspecified,2006-08-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3623805
3889,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-02-08T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-08T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER BOULEVARD,WESTCHESTER AVENUE,,,BRONX,Unspecified,2006-02-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642206
3890,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-06-16T00:00:00.000,Unspecified BRONX,Street Condition,2006-06-16T00:00:00.000,,,Pothole,,N/A,,,HENRY HUDSON PARKWAY,RIVERDALE AVENUE,,,BRONX,Unspecified,2006-06-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3637476
3891,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-07-28T00:00:00.000,Unspecified BRONX,Street Condition,2006-07-28T00:00:00.000,,,Pothole,,N/A,,,SHERIDAN EXPRESSWAY,WESTCHESTER AVENUE,,,BRONX,Unspecified,2006-07-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642218
3892,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-03-21T00:00:00.000,Unspecified BRONX,Street Condition,2006-03-21T00:00:00.000,MAJOR DEEGAN EXPRESSWAY,MAJOR DEEGAN EXPRESSWAY,Pothole,,N/A, EAST 149 STREET,,,,,,BRONX,Unspecified,2006-03-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 149 STREET,3643321
3893,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-23T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-19T00:00:00.000,,,Pothole,,N/A,,,BRUCKNER BOULEVARD,OLMSTEAD AVENUE,,,BRONX,Unspecified,2006-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3636463
3894,BLOCKFACE,DOT,Department of Transportation,STATEN ISLAND,,STATEN ISLAND,,02 STATEN ISLAND,Street Condition,2006-07-13T00:00:00.000,UNNAMED STREET,UNNAMED STREET,Wear & Tear,,N/A, RICHMOND AVENUE,10314,,,,,STATEN ISLAND,Unspecified,2006-07-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,RICHMOND AVENUE,3630782
3895,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-07-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-07-16T00:00:00.000,,,Pothole,,N/A,,,CANAL STREET,WRIGHT STREET,,,STATEN ISLAND,Unspecified,2006-07-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3630795
3896,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-08-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-08-16T00:00:00.000,,,Pothole,,N/A,,,AMBOY ROAD,SOUTH RAILROAD AVENUE,,,STATEN ISLAND,Unspecified,2006-08-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3632597
3897,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-11-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-11-10T00:00:00.000,,,Pothole,,N/A,,,CLOVE ROAD,EMERSON DRIVE,,,STATEN ISLAND,Unspecified,2006-11-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3633634
3898,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,,Unspecified STATEN ISLAND,Street Condition,2006-03-03T00:00:00.000,,,Wear & Tear,,N/A,,,BARD AVENUE,FOREST AVENUE,,,STATEN ISLAND,Unspecified,2006-03-04T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3620063
3899,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BRONX,2006-09-14T00:00:00.000,0 Unspecified,Street Condition,2006-09-14T00:00:00.000,BEND,PALISADE AVENUE,Pothole,,N/A, WEST 255 STREET,,,,,,Unspecified,Unspecified,2006-09-14T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WEST 255 STREET,3636553
3900,BLOCKFACE,DOT,Department of Transportation,Unspecified,,STATEN ISLAND,2006-08-21T00:00:00.000,0 Unspecified,Street Condition,2006-08-20T00:00:00.000,VETERANS ROAD WEST,WEST SHORE EXPRESSWAY,Pothole,,N/A, ARTHUR KILL ROAD,,,,,,Unspecified,Unspecified,2006-08-21T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,ARTHUR KILL ROAD,3623818
3901,BLOCKFACE,DOT,Department of Transportation,STATEN ISLAND,,STATEN ISLAND,2006-08-24T00:00:00.000,03 STATEN ISLAND,Street Condition,2006-08-21T00:00:00.000,HYLAN BOULEVARD,PENDALE STREET,Pothole,,N/A, FAIRBANKS AVENUE,10306,,,,,STATEN ISLAND,Unspecified,2006-08-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,FAIRBANKS AVENUE,3623799
3902,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-08-29T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-08-22T00:00:00.000,,,Pothole,,N/A,,,OCEAN TERRACE,WITTEMAN PLACE,,,STATEN ISLAND,Unspecified,2006-08-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3623827
3903,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-07-17T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-07-12T00:00:00.000,,,Pothole,,N/A,,,STEUBEN STREET,OLGA PLACE,,,STATEN ISLAND,Unspecified,2006-07-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3626691
3904,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-11T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-11T00:00:00.000,,,Pothole,,N/A,,,ALLERTON AVENUE,STEDMAN PLACE,,,BRONX,Unspecified,2006-01-11T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3638644
3905,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-01-26T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-26T00:00:00.000,WEST 232 STREET,H HUDSON PARKWAY EXIT NB,Pothole,,N/A, HENRY HUDSON PARKWAY,,,,,,BRONX,Unspecified,2006-01-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HENRY HUDSON PARKWAY,3640416
3906,INTERSECTION,DOT,Department of Transportation,STATEN ISLAND,,,2006-06-13T00:00:00.000,Unspecified STATEN ISLAND,Street Condition,2006-05-30T00:00:00.000,,,Pothole,,N/A,,,ADLAI CIRCLE,POMPEY AVENUE,,,STATEN ISLAND,Unspecified,2006-06-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3633704
3907,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-23T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-19T00:00:00.000,,,Pothole,,N/A,,,W 236 ST,HENRY HUDSON PKWY,,,BRONX,Unspecified,2006-01-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3636462
3908,INTERSECTION,DOT,Department of Transportation,BRONX,,,,Unspecified BRONX,Street Condition,2006-01-19T00:00:00.000,,,Wear & Tear,,N/A,,,E 140 ST,BRUCKNER BLVD,,,BRONX,Unspecified,2006-01-19T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3636477
3909,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-06-28T00:00:00.000,Unspecified BRONX,Street Condition,2006-06-28T00:00:00.000,EAST 150 STREET,MAJOR DEEGAN EXIT SB,Pothole,,N/A, MAJOR DEEGAN EXPRESSWAY,,,,,,BRONX,Unspecified,2006-06-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,MAJOR DEEGAN EXPRESSWAY,3636511
3910,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-04-13T00:00:00.000,Unspecified BRONX,Street Condition,2006-04-13T00:00:00.000,WHITE PLAINS ROAD,WHITE PLAINS ROAD,Pothole,,N/A, EAST GUN HILL ROAD,,,,,,BRONX,Unspecified,2006-04-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST GUN HILL ROAD,3637581
3911,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-06-16T00:00:00.000,Unspecified BRONX,Street Condition,2006-06-16T00:00:00.000,,,Pothole,,N/A,,,RIVERDALE AVENUE,WEST 230 STREET,,,BRONX,Unspecified,2006-06-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3637475
3912,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-05-30T00:00:00.000,Unspecified BRONX,Street Condition,2006-05-29T00:00:00.000,,,Pothole,,N/A,,,UNIONPORT RD,METROPOLITAN OVAL,,,BRONX,Unspecified,2006-05-30T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3638421
3913,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-06-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-05-30T00:00:00.000,,,Pothole,,N/A,,,ORCHARD BEACH ROAD,PELHAM SHORE ROAD,,,BRONX,Unspecified,2006-06-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3638422
3914,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-05-31T00:00:00.000,Unspecified BRONX,Street Condition,2006-05-30T00:00:00.000,,,Pothole,,N/A,,,EDWARD L GRANT HIGHWAY,WEST 170 STREET,,,BRONX,Unspecified,2006-05-31T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3638428
3915,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-17T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-17T00:00:00.000,,,Pothole,,N/A,,,EAST GUN HILL ROAD,LACONIA AVENUE,,,BRONX,Unspecified,2006-01-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3641363
3916,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-02-23T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-22T00:00:00.000,BOSTON ROAD,WHITE PLAINS ROAD,Pothole,,N/A, PELHAM PARKWAY,,,,,,BRONX,Unspecified,2006-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,3641369
3917,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-02-23T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-22T00:00:00.000,CRUGER AVENUE,HOLLAND AVENUE,Pothole,,N/A, PELHAM PARKWAY,,,,,,BRONX,Unspecified,2006-02-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,3641370
3918,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-02-24T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-22T00:00:00.000,,,Pothole,,N/A,,,W 230TH ST,BROADWAY,,,BRONX,Unspecified,2006-02-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3641372
3919,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-02-22T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-22T00:00:00.000,STILLWELL AVENUE,PELHAM PARKWAY EXIT WB,Pothole,,N/A, PELHAM PARKWAY,,,,,,BRONX,Unspecified,2006-02-22T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,PELHAM PARKWAY,3641391
3920,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-06-23T00:00:00.000,Unspecified BRONX,Street Condition,2006-06-23T00:00:00.000,,,Pothole,,N/A,,,SEDGWICK AVENUE,STEVENSON PLACE,,,BRONX,Unspecified,2006-06-23T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3641398
3921,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-09-01T00:00:00.000,Unspecified BRONX,Street Condition,2006-08-31T00:00:00.000,,,Pothole,,N/A,,,CAMBRIDGE AVENUE,JOHNSON AVENUE,,,BRONX,Unspecified,2006-09-01T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3641410
3922,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-10-16T00:00:00.000,Unspecified BRONX,Street Condition,2006-10-14T00:00:00.000,,,Pothole,,N/A,,,EDWARD L GRANT HIGHWAY,WEST 170 STREET,,,BRONX,Unspecified,2006-10-16T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642259
3923,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-01-05T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-05T00:00:00.000,,,Pothole,,N/A,,,BROOK AVENUE,NYCTA SUBWAY,,,BRONX,Unspecified,2006-01-05T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642275
3924,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-12-12T00:00:00.000,Unspecified BRONX,Street Condition,2006-12-12T00:00:00.000,,,Pothole,,N/A,,,HOLLAND AVE,E GUN HILL RD,,,BRONX,Unspecified,2006-12-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3644072
3925,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-03-17T00:00:00.000,Unspecified BRONX,Street Condition,2006-03-17T00:00:00.000,,,Pothole,,N/A,,,EAST 197 STREET,HUTCHINSON RIV PARKWAY,,,BRONX,Unspecified,2006-03-17T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3640608
3926,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-11-29T00:00:00.000,Unspecified BRONX,Street Condition,2006-11-29T00:00:00.000,,,Pothole,,N/A,,,E 149 ST,AUSTIN PL,,,BRONX,Unspecified,2006-11-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3642446
3927,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BRONX,2006-11-29T00:00:00.000,0 Unspecified,Street Condition,2006-11-29T00:00:00.000,DR M L KING JR BOULEVARD,MAJOR DEEGAN ENTRANCE NB,Pothole,,N/A, SEDGWICK AVENUE,,,,,,Unspecified,Unspecified,2006-11-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,SEDGWICK AVENUE,3642447
3928,BLOCKFACE,DOT,Department of Transportation,BRONX,,BRONX,2006-06-29T00:00:00.000,04 BRONX,Street Condition,2006-06-29T00:00:00.000,EAST MT EDEN AVENUE,HAWKSTONE STREET,Pothole,,N/A, GRAND CONCOURSE,10452,,,,,BRONX,Unspecified,2006-06-29T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,GRAND CONCOURSE,3636538
3929,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-02-28T00:00:00.000,Unspecified BRONX,Street Condition,2006-02-28T00:00:00.000,WILLOW AVENUE,AMTRAK RR,Pothole,,N/A, EAST 137 STREET,,,,,,BRONX,Unspecified,2006-02-28T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 137 STREET,3637531
3930,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-04-12T00:00:00.000,Unspecified BRONX,Street Condition,2006-04-12T00:00:00.000,,,Pothole,,N/A,,,INDEPENDENCE AVENUE,WEST 249 STREET,,,BRONX,Unspecified,2006-04-12T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3637560
3931,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-04-13T00:00:00.000,Unspecified BRONX,Street Condition,2006-04-13T00:00:00.000,METRO NORTH RR,PARK AVENUE,Pothole,,N/A, EAST 144 STREET,,,,,,BRONX,Unspecified,2006-04-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST 144 STREET,3637574
3932,BLOCKFACE,DOT,Department of Transportation,Unspecified,,BRONX,2006-04-13T00:00:00.000,0 Unspecified,Street Condition,2006-04-13T00:00:00.000,CROTONA PARKWAY,SOUTHERN BOULEVARD,Pothole,,N/A, EAST TREMONT AVENUE,,,,,,Unspecified,Unspecified,2006-04-13T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,EAST TREMONT AVENUE,3637577
3933,BLOCKFACE,DOT,Department of Transportation,BRONX,,,2006-01-26T00:00:00.000,Unspecified BRONX,Street Condition,2006-01-26T00:00:00.000,WEST 231 STREET,WEST 232 STREET,Pothole,,N/A, HENRY HUDSON PARKWAY,,,,,,BRONX,Unspecified,2006-01-26T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,HENRY HUDSON PARKWAY,3640417
3934,INTERSECTION,DOT,Department of Transportation,BRONX,,,,Unspecified BRONX,Street Condition,2006-04-24T00:00:00.000,,,Wear & Tear,,N/A,,,EAST 137 STREET,3 AVENUE,,,BRONX,Unspecified,2006-04-24T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pending,,3641528
3935,ADDRESS,DOT,Department of Transportation,BRONX,,,2006-11-08T00:00:00.000,Unspecified BRONX,Street Condition,2006-11-08T00:00:00.000,BRONX RIVER PARKWAY ROAD,,Pothole,,N/A,1055 BRONX RIVER PARKWAY,,,,,,BRONX,Unspecified,2006-11-08T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,BRONX RIVER PARKWAY,3638568
3936,BLOCKFACE,DOT,Department of Transportation,BRONX,,BRONX,2006-10-06T00:00:00.000,12 BRONX,Street Condition,2006-10-06T00:00:00.000,EAST 212 STREET,EAST 213 STREET,Pothole,,N/A, WHITE PLAINS ROAD,10467,,,,,BRONX,Unspecified,2006-10-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,WHITE PLAINS ROAD,3639460
3937,INTERSECTION,DOT,Department of Transportation,BRONX,,,2006-10-06T00:00:00.000,Unspecified BRONX,Street Condition,2006-10-06T00:00:00.000,,,Pothole,,N/A,,,BRONX BOULEVARD,EAST 236 STREET,,,BRONX,Unspecified,2006-10-06T00:00:00.000,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Closed,,3639465
